nan nan
2.750322	39.500000
2.751077	39.500755
2.751077	39.504862
2.751958	39.505742
2.751077	39.506623
2.751077	39.507503
2.749611	39.509263
2.749611	39.510143
2.744624	39.514836
2.744624	39.515717
2.743744	39.516597
2.743744	39.517477
2.734063	39.527157
2.733183	39.527157
2.732596	39.528037
2.731716	39.528037
2.730836	39.528624
2.729956	39.528624
2.727609	39.531264
2.726729	39.531264
2.724969	39.533024
2.723209	39.533024
2.722622	39.533611
2.721742	39.533611
2.720862	39.534491
2.717342	39.534491
2.716755	39.533611
2.714995	39.533611
2.714115	39.534491
2.713235	39.533611
2.712355	39.533611
2.711768	39.534491
2.710888	39.534491
2.710301	39.535078
2.710301	39.536545
2.707368	39.539478
2.706781	39.539478
2.705901	39.540358
2.705021	39.540358
2.702967	39.542412
2.702967	39.543292
2.702381	39.543585
2.698274	39.543585
2.697100	39.545052
2.697980	39.545932
2.697980	39.547399
2.697394	39.547986
2.695927	39.547986
2.695047	39.547105
2.694167	39.547986
2.692407	39.547986
2.691233	39.549159
2.692113	39.550039
2.692113	39.550919
2.690060	39.552973
2.689180	39.552973
2.688593	39.553266
2.688593	39.554146
2.688300	39.554733
2.685953	39.554439
2.685073	39.555319
2.684193	39.555319
2.683313	39.556199
2.682433	39.556199
2.681552	39.557080
2.680086	39.557080
2.679206	39.557960
2.676565	39.557960
2.675979	39.558840
2.674219	39.558840
2.672459	39.560306
2.670112	39.560306
2.669525	39.560893
2.669525	39.561773
2.670405	39.562360
2.670112	39.562947
2.669232	39.562947
2.668352	39.562067
2.665711	39.562067
2.664831	39.562947
2.661604	39.562947
2.660724	39.563827
2.659844	39.563827
2.659258	39.564413
2.649870	39.564413
2.649284	39.565293
2.648403	39.565293
2.647523	39.566174
2.645763	39.566174
2.644883	39.565293
2.643416	39.565293
2.642536	39.564707
2.640776	39.564707
2.639896	39.563827
2.639016	39.563827
2.638429	39.562947
2.637549	39.562947
2.636669	39.562067
2.636376	39.562360
2.636376	39.564120
2.636669	39.564707
2.638429	39.564707
2.638723	39.565000
2.638723	39.565880
2.639016	39.566174
2.640776	39.566174
2.641656	39.567054
2.642536	39.567054
2.643710	39.568227
2.643416	39.568814
2.642536	39.568814
2.641656	39.567934
2.639016	39.567934
2.638723	39.568227
2.638723	39.569107
2.638429	39.569694
2.637549	39.568814
2.632562	39.568814
2.630509	39.566467
2.630509	39.565880
2.629629	39.565000
2.629629	39.564120
2.628749	39.563240
2.628749	39.558253
2.627869	39.557666
2.627869	39.556786
2.626989	39.555906
2.627575	39.555319
2.630802	39.555319
2.631976	39.554146
2.631976	39.553266
2.631682	39.552973
2.628455	39.552973
2.626695	39.551212
2.625815	39.551212
2.624642	39.550039
2.625522	39.549159
2.625522	39.548279
2.626695	39.547105
2.633442	39.547105
2.634616	39.545932
2.634616	39.545052
2.634029	39.544465
2.627575	39.544465
2.626695	39.545345
2.619948	39.545345
2.619068	39.546225
2.618188	39.546225
2.617601	39.547105
2.616721	39.547105
2.614081	39.549452
2.611734	39.549452
2.609974	39.551212
2.609094	39.551212
2.608214	39.552092
2.606747	39.552092
2.605867	39.551212
2.601760	39.551212
2.600880	39.550332
2.600000	39.550332
2.599707	39.550039
2.599413	39.548279
2.599120	39.547986
2.598240	39.547986
2.597066	39.546519
2.597946	39.545932
2.597946	39.543292
2.597066	39.542412
2.597066	39.541532
2.594426	39.539185
2.594426	39.538305
2.594133	39.538011
2.593253	39.538011
2.592959	39.537425
2.592959	39.536545
2.591199	39.535078
2.592959	39.533318
2.592959	39.532438
2.592666	39.532144
2.590906	39.532144
2.589146	39.533611
2.586506	39.533611
2.585919	39.533024
2.582399	39.533024
2.581812	39.532144
2.580052	39.532144
2.578292	39.533611
2.576532	39.532144
2.562451	39.532144
2.561571	39.531264
2.559810	39.531264
2.557464	39.528624
2.555703	39.528917
2.555410	39.528331
2.555410	39.526571
2.554823	39.526277
2.553357	39.526277
2.552477	39.527157
2.551596	39.526277
2.549250	39.526277
2.547490	39.524517
2.546609	39.524517
2.545729	39.523637
2.545143	39.523637
2.543969	39.524517
2.543383	39.524517
2.542503	39.523637
2.541622	39.523637
2.541329	39.523344
2.541329	39.521584
2.540742	39.521290
2.539862	39.521290
2.538689	39.520117
2.538689	39.519237
2.539569	39.518357
2.539569	39.515717
2.540449	39.514836
2.540449	39.514250
2.540742	39.513663
2.547490	39.513663
2.548663	39.512490
2.548663	39.511610
2.545729	39.508676
2.539862	39.508676
2.538982	39.507796
2.537515	39.507796
2.535462	39.505742
2.536342	39.504862
2.536342	39.504276
2.537809	39.502516
2.537809	39.500755
2.538565	39.500000
nan nan
2.460363	39.500000
2.460363	39.501636
2.462123	39.503396
2.460950	39.504569
2.458310	39.504569
2.457136	39.505742
2.458310	39.507209
2.459190	39.507209
2.459483	39.507503
2.459483	39.509263
2.463297	39.513076
2.466524	39.512783
2.468284	39.511316
2.469164	39.511316
2.469457	39.511610
2.467110	39.514250
2.467404	39.514543
2.470924	39.514543
2.471511	39.513663
2.473271	39.513663
2.474151	39.514543
2.479138	39.514543
2.479725	39.514836
2.479725	39.515717
2.480311	39.516597
2.480311	39.518357
2.480018	39.518650
2.475031	39.518650
2.474151	39.519530
2.467404	39.519530
2.467110	39.520117
2.467110	39.524224
2.465057	39.526277
2.463297	39.526277
2.463003	39.526571
2.463003	39.528331
2.460070	39.531264
2.459190	39.531264
2.458016	39.532438
2.458016	39.533318
2.456550	39.534491
2.454203	39.534491
2.453616	39.535078
2.453616	39.535958
2.452443	39.537131
2.451563	39.537131
2.449216	39.534491
2.447456	39.534491
2.446576	39.533611
2.443349	39.533611
2.442469	39.533024
2.440709	39.533024
2.440415	39.532438
2.440415	39.529211
2.439242	39.528037
2.432495	39.527744
2.431615	39.527157
2.430734	39.527157
2.429854	39.527744
2.426628	39.524517
2.425747	39.524517
2.425161	39.523637
2.422521	39.523637
2.421640	39.523050
2.419880	39.523050
2.418707	39.524224
2.419587	39.525104
2.419587	39.525691
2.421347	39.527451
2.421347	39.528331
2.422814	39.530091
2.422814	39.530678
2.423694	39.531558
2.423694	39.533318
2.422814	39.534198
2.422814	39.535665
2.423694	39.536545
2.423401	39.537131
2.422521	39.537131
2.421640	39.538011
2.419000	39.538011
2.418414	39.538598
2.414893	39.538598
2.414013	39.538011
2.411666	39.538011
2.410786	39.537131
2.409026	39.537131
2.408146	39.536251
2.407559	39.536251
2.406973	39.535958
2.406973	39.535078
2.407853	39.534198
2.407853	39.533318
2.408733	39.532438
2.408733	39.531558
2.406973	39.530091
2.406973	39.529211
2.404626	39.526571
2.404626	39.525691
2.404039	39.525397
2.402572	39.525397
2.401692	39.524517
2.399932	39.524517
2.399052	39.523637
2.396705	39.523637
2.395825	39.522757
2.394065	39.522757
2.393478	39.522170
2.391718	39.522170
2.390838	39.521290
2.386731	39.521290
2.386145	39.521584
2.386145	39.526571
2.386731	39.527157
2.388198	39.527157
2.389665	39.528331
2.389665	39.530678
2.390252	39.531558
2.390252	39.532438
2.389078	39.533611
2.381744	39.533611
2.380278	39.535078
2.380278	39.535665
2.379104	39.537131
2.378224	39.537131
2.377931	39.536545
2.377931	39.535958
2.377344	39.535371
2.376757	39.535371
2.375291	39.534198
2.375291	39.532438
2.374997	39.532144
2.374117	39.532144
2.373237	39.531264
2.365023	39.531264
2.364436	39.531558
2.364730	39.532438
2.363850	39.533318
2.366197	39.535958
2.366197	39.536545
2.367370	39.538011
2.368250	39.538011
2.369130	39.538598
2.374997	39.538892
2.375877	39.539478
2.376757	39.539478
2.377637	39.540358
2.378224	39.540358
2.379104	39.541238
2.380864	39.541238
2.381744	39.542118
2.382624	39.542118
2.384091	39.543585
2.384971	39.543585
2.385851	39.544465
2.386731	39.544465
2.387318	39.545345
2.388198	39.545345
2.389078	39.546225
2.389958	39.546225
2.390252	39.546519
2.390252	39.547399
2.389958	39.547986
2.389078	39.547986
2.388198	39.548866
2.387611	39.548866
2.386731	39.547986
2.384971	39.547986
2.384091	39.547105
2.383211	39.547105
2.382331	39.546225
2.380864	39.546225
2.380278	39.545932
2.380278	39.545052
2.379104	39.543879
2.374117	39.543585
2.371477	39.546225
2.370890	39.546225
2.369423	39.547399
2.369717	39.550039
2.368837	39.550919
2.369717	39.551799
2.369717	39.552386
2.367370	39.554439
2.366783	39.554439
2.365903	39.553559
2.362383	39.553853
2.362090	39.554146
2.362090	39.555026
2.360036	39.557080
2.359156	39.557080
2.358276	39.557960
2.355929	39.557960
2.355342	39.558253
2.355342	39.560013
2.356222	39.560893
2.356222	39.562360
2.355049	39.563827
2.352409	39.563827
2.351529	39.562947
2.350942	39.562947
2.350062	39.563827
2.349182	39.563827
2.348009	39.565000
2.348009	39.565880
2.349475	39.567640
2.349475	39.568227
2.351235	39.569987
2.351235	39.570867
2.352116	39.571747
2.352116	39.573214
2.352409	39.573801
2.353289	39.573801
2.353582	39.574094
2.353582	39.576734
2.354462	39.577614
2.354169	39.577908
2.353289	39.577908
2.352409	39.578788
2.351529	39.578788
2.350355	39.579961
2.350355	39.581721
2.349475	39.582601
2.349475	39.583188
2.349182	39.583775
2.348302	39.582895
2.347128	39.584068
2.347128	39.585828
2.346248	39.586708
2.346248	39.588175
2.347128	39.589055
2.347128	39.591695
2.348009	39.592575
2.348009	39.594922
2.349182	39.596096
2.350062	39.596096
2.350942	39.596976
2.355929	39.596976
2.356222	39.597562
2.356222	39.599909
2.357103	39.600789
2.356222	39.601669
2.356222	39.604896
2.357396	39.606363
2.358276	39.606363
2.359156	39.606950
2.360036	39.606950
2.360916	39.607830
2.361503	39.607830
2.365023	39.611350
2.365903	39.611350
2.368250	39.613697
2.369130	39.613697
2.370890	39.615457
2.371770	39.615457
2.372357	39.616337
2.375877	39.616337
2.376757	39.615457
2.377637	39.615457
2.378224	39.616337
2.380864	39.616337
2.381744	39.615457
2.384091	39.615457
2.384971	39.614577
2.385851	39.615457
2.386731	39.615457
2.387611	39.616337
2.388198	39.616337
2.389078	39.617217
2.389958	39.617217
2.390838	39.617804
2.394065	39.617804
2.394652	39.618391
2.394652	39.619857
2.396705	39.621911
2.397585	39.621911
2.398172	39.622791
2.399052	39.622791
2.399932	39.622204
2.400812	39.621911
2.401692	39.622791
2.402572	39.622791
2.403453	39.623671
2.404039	39.623671
2.405799	39.625431
2.406679	39.625431
2.408440	39.626898
2.409026	39.626898
2.411666	39.629538
2.414893	39.629538
2.415773	39.630418
2.417534	39.630418
2.418414	39.631298
2.419880	39.631298
2.420760	39.632178
2.421640	39.632178
2.421934	39.632472
2.422227	39.636579
2.422814	39.637459
2.422814	39.639219
2.423401	39.639512
2.425747	39.639512
2.426628	39.640392
2.427508	39.640392
2.430148	39.643032
2.431615	39.643032
2.432495	39.643619
2.434255	39.643619
2.434841	39.644499
2.438362	39.644499
2.439242	39.645379
2.440709	39.645379
2.443349	39.648019
2.444815	39.648019
2.445696	39.648606
2.446576	39.648606
2.448336	39.650366
2.449803	39.650366
2.450976	39.651246
2.453323	39.651246
2.454203	39.652126
2.456550	39.652126
2.457430	39.653006
2.461537	39.653006
2.465057	39.656233
2.465937	39.656233
2.468284	39.658873
2.469164	39.658873
2.470044	39.659460
2.471511	39.659460
2.475324	39.663274
2.475324	39.664154
2.477378	39.666207
2.478258	39.666207
2.479725	39.667381
2.479431	39.668261
2.480311	39.669141
2.480311	39.671781
2.482365	39.673835
2.485005	39.673835
2.485885	39.672954
2.489112	39.672954
2.491752	39.675301
2.492339	39.675301
2.493806	39.676768
2.493806	39.677355
2.494686	39.678235
2.494686	39.680875
2.497033	39.683222
2.497033	39.684102
2.497619	39.684689
2.498206	39.684689
2.499086	39.685275
2.499966	39.685275
2.500846	39.686155
2.501726	39.686155
2.502606	39.687036
2.503193	39.687036
2.504660	39.688209
2.504660	39.689089
2.505833	39.690556
2.506713	39.690556
2.507593	39.691142
2.511700	39.691142
2.513167	39.692903
2.514927	39.692903
2.515807	39.692023
2.516687	39.692023
2.521088	39.696716
2.521088	39.697596
2.523434	39.699650
2.524021	39.699650
2.525488	39.700823
2.525488	39.701703
2.525781	39.701997
2.526661	39.701997
2.527541	39.702877
2.531648	39.702877
2.532528	39.701997
2.533409	39.701997
2.533995	39.701117
2.538396	39.701117
2.539276	39.700530
2.541622	39.700530
2.543383	39.701997
2.544849	39.700236
2.546609	39.700530
2.547490	39.701117
2.549250	39.701117
2.550130	39.700530
2.551596	39.700530
2.552477	39.701117
2.555703	39.701117
2.556584	39.701997
2.557464	39.701997
2.558344	39.702877
2.559224	39.702877
2.560104	39.703757
2.560984	39.703757
2.561571	39.704637
2.562451	39.704637
2.565091	39.706984
2.566558	39.706984
2.567438	39.707864
2.568318	39.707864
2.572425	39.711971
2.573305	39.711971
2.575065	39.713731
2.575945	39.713731
2.577412	39.715491
2.579172	39.715491
2.580052	39.716371
2.584159	39.716078
2.585039	39.716958
2.585919	39.716958
2.587972	39.719011
2.587972	39.719891
2.596186	39.728398
2.596186	39.729865
2.597066	39.730745
2.597066	39.731625
2.597946	39.732505
2.597946	39.733386
2.598240	39.733679
2.599120	39.733679
2.601760	39.736319
2.602347	39.736319
2.604987	39.738666
2.605867	39.738666
2.606747	39.739546
2.607334	39.739546
2.609094	39.741306
2.609974	39.741306
2.610854	39.741893
2.611734	39.741893
2.612614	39.742773
2.613201	39.742773
2.614081	39.743653
2.614961	39.743653
2.616721	39.745413
2.617601	39.745413
2.618188	39.746293
2.619068	39.746293
2.622882	39.750107
2.622882	39.750693
2.623762	39.751573
2.623762	39.754214
2.622588	39.755387
2.621708	39.755387
2.620828	39.756267
2.619948	39.756267
2.619655	39.756561
2.619655	39.757441
2.619948	39.757734
2.621708	39.757734
